from,to,cost
1715551531049,1503103983870,6901.3
1715551531049,1097883300101,19527.2
1715551531049,1097883300103,26747.6
1715551531049,1710456856841,22842.4
1715551531049,11675731638999,13827.1
1715551531049,1710456856844,24396.7
1715551531049,1883038679309,3161.4
1715551531049,1710456856846,25223.0
1715551531049,1710456856847,27171.1
1715551531049,1252495663379,11402.6
1715551531049,1252278214932,19510.2
1715551531049,1252495663381,8322.7
1715551531049,1111945150745,13878.4
1715551531049,1111945150747,17866.3
1715551531049,1456846131486,4282.0
1715551531049,11685356761378,25017.0
1530526683180,1802838360064,14082.1
1530526683180,1004419350530,20087.1
1530526683180,1144134225924,17038.8
1530526683180,1802838360069,23600.7
1530526683180,1490313293830,20958.3
1530526683180,1144042225671,12963.9
1530526683180,1742015328264,26619.3
1530526683180,1490313293833,17648.5
1530526683180,1144134225930,14067.4
1530526683180,1490405294091,10782.7
1530526683180,1490405294092,9624.5
1530526683180,1462215565325,10108.2
1530526683180,1490405294094,9494.7
1530526683180,1004419350543,7915.5
1530526683180,1135895695377,21604.6
1530526683180,1135895695378,25394.2
1530526683180,1135895695379,17364.0
1530526683180,1219770920980,13709.8
1530526683180,1219770920981,15757.8
1530526683180,1219770920982,11337.0
1530526683180,1219770920987,17958.2
1530526683180,1004419350533,14371.3
1530526683180,1097755299874,14687.1
1530526683180,1816743105992,10280.9
1530526683180,1097755299878,14696.6
1530526683180,1193926869031,22353.3
1530526683180,1715551531049,21577.6
1530526683180,1530526683180,0.0
1530526683180,1490313293832,14910.9
1530526683180,1246623348062,26798.9
1530526683180,1090062225467,30198.4
1530526683180,1010273771530,8652.5
1530526683180,1090062225471,31194.0
1530526683180,1139095601216,5841.3
1530526683180,1014460024160,7715.8
1530526683180,1097746299873,11131.3
1530526683180,1139095601220,9173.4
1530526683180,1139095601221,6395.6
1530526683180,1247363944520,20239.5
1530526683180,1020349775952,18415.8
1530526683180,1275447570513,17463.8
1530526683180,1405259086613,21590.5
1530526683180,1163733777081,14606.1
1530526683180,1020349775962,25423.5
1530526683180,1020349775963,25365.4
1530526683180,1553853018204,18330.5
1530526683180,11614291955806,19137.2
1530526683180,1462215565411,16069.8
1530526683180,1004575350884,17559.7
1530526683180,1004575350887,19942.8
1530526683180,1383874560104,16270.1
1530526683180,1383874560105,22726.6
1530526683180,1383874560107,27005.6
1530526683180,1383874560108,21122.1
1530526683180,1004575350894,9096.4
1530526683180,1462215565423,11938.4
1530526683180,1886707693637,27353.7
1530526683180,1014342023870,12545.9
1530526683180,1219640920767,4548.6
1530526683180,1493049335933,15010.2
1530526683180,1401351831678,36240.3
1530526683180,1052227772484,14994.9
1530526683180,1014453024108,16202.3
1530526683180,1472435290252,28114.3
1530526683180,1490391294096,11673.0
1530526683180,1490391294097,12780.1
1530526683180,1490299293844,16907.5
1530526683180,1490299293845,8946.1
1530526683180,1490391294103,15043.1
1530526683180,1490299293848,8185.7
1530526683180,1490299293849,11998.6
1530526683180,1135881695392,27114.1
1530526683180,1135881695396,25033.1
1530526683180,1135881695397,20070.4
1530526683180,1135881695399,29177.1
1530526683180,1068860551339,914.6
1530526683180,1135881695405,25931.1
1530526683180,1105771892916,19323.0
1530526683180,1320910495929,21998.4
1530526683180,1120779890874,28822.1
1530526683180,1120779890875,28867.4
1530526683180,1322273546428,21773.5
1530526683180,1105771892925,14217.5
1530526683180,1120779890879,28655.9
1530526683180,1779716960449,19951.0
1530526683180,1301710983366,16168.5
1530526683180,1779808960717,11411.7
1530526683180,1721316282576,5714.5
1530526683180,1247257944275,22582.8
1530526683180,1721316282585,5714.5
1530526683180,1490285293790,11228.2
1530526683180,1246623348091,27381.7
1530526683180,1934392705252,16012.7
1530526683180,1934392705255,10192.0
1530526683180,1934392705259,18851.5
1530526683180,1882889679084,11134.7
1530526683180,1042010452212,26860.4
1530526683180,1503103983864,26069.4
1530526683180,1503103983865,22479.0
1530526683180,1503103983868,21934.7
1530526683180,1503103983870,21031.8
1530526683180,1097883300101,16797.2
1530526683180,1097883300103,16602.6
1530526683180,1710456856841,16064.5
1530526683180,11675731638999,9267.2
1530526683180,1710456856844,16052.6
1530526683180,1883038679309,24741.1
1530526683180,1710456856846,13171.3
1530526683180,1710456856847,9172.2
1530526683180,1252495663379,14503.5
1530526683180,1252278214932,24349.9
1530526683180,1252495663381,18494.3
1530526683180,1111945150745,25393.2
1530526683180,1111945150747,25137.3
1530526683180,1456846131486,23177.6
1530526683180,11685356761378,17889.6
1490313293832,1802838360064,14536.1
1490313293832,1004419350530,7113.3
1490313293832,1144134225924,6158.3
1490313293832,1802838360069,29968.7
1490313293832,1490313293830,8974.9
1490313293832,1144042225671,2919.0
1490313293832,1742015328264,14609.3
1490313293832,1490313293833,3782.0
1490313293832,1144134225930,8668.6
1490313293832,1490405294091,12656.4
1490313293832,1490405294092,9137.1
1490313293832,1462215565325,5563.0
1490313293832,1490405294094,8529.6
1490313293832,1004419350543,7375.1
1490313293832,1135895695377,10458.6
1490313293832,1135895695378,12420.3
1490313293832,1135895695379,12788.3
1490313293832,1219770920980,6351.6
1490313293832,1219770920981,5571.3
1490313293832,1219770920982,4919.6
1490313293832,1219770920987,2898.9
1490313293832,1004419350533,3607.1
1490313293832,1097755299874,4269.3
1490313293832,1816743105992,5162.0
1490313293832,1097755299878,7740.7
1490313293832,1193926869031,23695.2
1490313293832,1715551531049,25535.2
1490313293832,1530526683180,14347.5
1490313293832,1490313293832,0.0
1490313293832,1246623348062,15965.1
1490313293832,1090062225467,18188.4
1490313293832,1010273771530,12877.1
1490313293832,1090062225471,19184.0
1490313293832,1139095601216,9452.1
1490313293832,1014460024160,15655.9
1490313293832,1097746299873,6951.5
1490313293832,1139095601220,17113.4
1490313293832,1139095601221,12411.2
1490313293832,1247363944520,21360.3
1490313293832,1020349775952,11628.1
1490313293832,1275447570513,4778.3
1490313293832,1405259086613,22369.5
1490313293832,1163733777081,18354.4
1490313293832,1020349775962,13327.2
1490313293832,1020349775963,13355.4
1490313293832,1553853018204,6844.3
1490313293832,11614291955806,25815.7
1490313293832,1462215565411,4210.7
1490313293832,1004575350884,4585.9
1490313293832,1004575350887,7416.6
1490313293832,1383874560104,12367.2
1490313293832,1383874560105,9752.7
1490313293832,1383874560107,19903.2
1490313293832,1383874560108,10942.8
1490313293832,1004575350894,5350.0
1490313293832,1462215565423,19878.5
1490313293832,1886707693637,19392.8
1490313293832,1014342023870,17637.2
1490313293832,1219640920767,18921.5
1490313293832,1493049335933,11248.1
1490313293832,1401351831678,26094.4
1490313293832,1052227772484,2014.3
1490313293832,1014453024108,2966.8
1490313293832,1472435290252,17471.5
1490313293832,1490391294096,4641.1
1490313293832,1490391294097,2735.2
1490313293832,1490299293844,4530.4
1490313293832,1490299293845,5749.3
1490313293832,1490391294103,9712.8
1490313293832,1490299293848,8148.0
1490313293832,1490299293849,6526.7
1490313293832,1135881695392,13666.4
1490313293832,1135881695396,13546.8
1490313293832,1135881695397,9702.1
1490313293832,1135881695399,18770.8
1490313293832,1068860551339,14888.9
1490313293832,1135881695405,12957.3
1490313293832,1105771892916,26535.6
1490313293832,1320910495929,10512.1
1490313293832,1120779890874,17499.2
1490313293832,1120779890875,16857.4
1490313293832,1322273546428,13154.2
1490313293832,1105771892925,19483.7
1490313293832,1120779890879,16645.9
1490313293832,1779716960449,24876.9
1490313293832,1301710983366,4088.2
1490313293832,1779808960717,7808.5
1490313293832,1721316282576,9828.9
1490313293832,1247257944275,24530.5
1490313293832,1721316282585,9828.8
1490313293832,1490285293790,4869.9
1490313293832,1246623348091,19405.0
1490313293832,1934392705252,6014.1
1490313293832,1934392705255,5626.9
1490313293832,1934392705259,5885.2
1490313293832,1882889679084,4691.6
1490313293832,1042010452212,32364.7
1490313293832,1503103983864,31573.7
1490313293832,1503103983865,28036.1
1490313293832,1503103983868,27439.0
1490313293832,1503103983870,26588.8
1490313293832,1097883300101,6721.6
1490313293832,1097883300103,4505.7
1490313293832,1710456856841,3083.9
1490313293832,11675731638999,14526.1
1490313293832,1710456856844,3078.8
1490313293832,1883038679309,27486.0
1490313293832,1710456856846,986.7
1490313293832,1710456856847,5425.8
1490313293832,1252495663379,15755.4
1490313293832,1252278214932,12320.6
1490313293832,1252495663381,17740.4
1490313293832,1111945150745,12419.3
1490313293832,1111945150747,11960.9
1490313293832,1456846131486,23363.4
1490313293832,11685356761378,7009.1
1246623348062,1802838360064,10091.3
1246623348062,1004419350530,10114.0
1246623348062,1144134225924,16228.7
1246623348062,1802838360069,15322.1
1246623348062,1490313293830,12718.8
1246623348062,1144042225671,14678.8
1246623348062,1742015328264,18353.2
1246623348062,1490313293833,15436.1
1246623348062,1144134225930,9701.3
1246623348062,1490405294091,14003.6
1246623348062,1490405294092,18597.8
1246623348062,1462215565325,18202.0
1246623348062,1490405294094,17078.6
1246623348062,1004419350543,20014.1
1246623348062,1135895695377,7477.8
1246623348062,1135895695378,6899.0
1246623348062,1135895695379,7131.3
1246623348062,1219770920980,20479.4
1246623348062,1219770920981,20868.0
1246623348062,1219770920982,17556.7
1246623348062,1219770920987,15112.0
1246623348062,1004419350533,14839.9
1246623348062,1097755299874,12567.3
1246623348062,1816743105992,17799.1
1246623348062,1097755299878,9195.2
1246623348062,1193926869031,8994.7
1246623348062,1715551531049,10619.2
1246623348062,1530526683180,27004.6
1246623348062,1490313293832,17199.4
1246623348062,1246623348062,0.0
1246623348062,1090062225467,14483.2
1246623348062,1010273771530,19997.9
1246623348062,1090062225471,17671.0
1246623348062,1139095601216,20677.2
1246623348062,1014460024160,19884.0
1246623348062,1097746299873,17166.9
1246623348062,1139095601220,19567.9
1246623348062,1139095601221,20777.5
1246623348062,1247363944520,10520.6
1246623348062,1020349775952,6271.0
1246623348062,1275447570513,15864.6
1246623348062,1405259086613,7669.0
1246623348062,1163733777081,29579.5
1246623348062,1020349775962,10101.5
1246623348062,1020349775963,10779.8
1246623348062,1553853018204,9753.0
1246623348062,11614291955806,11115.2
1246623348062,1462215565411,11452.5
1246623348062,1004575350884,13851.4
1246623348062,1004575350887,8998.4
1246623348062,1383874560104,7859.1
1246623348062,1383874560105,10298.1
1246623348062,1383874560107,3183.1
1246623348062,1383874560108,6265.2
1246623348062,1004575350894,17989.0
1246623348062,1462215565423,18862.4
1246623348062,1886707693637,3312.6
1246623348062,1014342023870,15919.7
1246623348062,1219640920767,30289.5
1246623348062,1493049335933,9148.0
1246623348062,1401351831678,16982.4
1246623348062,1052227772484,14566.5
1246623348062,1014453024108,13024.7
1246623348062,1472435290252,4002.0
1246623348062,1490391294096,17289.3
1246623348062,1490391294097,14495.0
1246623348062,1490299293844,16087.1
1246623348062,1490299293845,18388.3
1246623348062,1490391294103,9489.8
1246623348062,1490299293848,20787.0
1246623348062,1490299293849,14824.7
1246623348062,1135881695392,7121.0
1246623348062,1135881695396,3486.6
1246623348062,1135881695397,7738.2
1246623348062,1135881695399,2690.6
1246623348062,1068860551339,26466.6
1246623348062,1135881695405,5208.4
1246623348062,1105771892916,11835.1
1246623348062,1320910495929,4892.1
1246623348062,1120779890874,11977.9
1246623348062,1120779890875,17121.3
1246623348062,1322273546428,26939.9
1246623348062,1105771892925,13648.7
1246623348062,1120779890879,16728.5
1246623348062,1779716960449,37334.3
1246623348062,1301710983366,11551.3
1246623348062,1779808960717,20445.5
1246623348062,1721316282576,21314.6
1246623348062,1247257944275,9830.0
1246623348062,1721316282585,21314.5
1246623348062,1490285293790,16056.7
1246623348062,1246623348091,3324.8
1246623348062,1934392705252,21122.9
1246623348062,1934392705255,18263.9
1246623348062,1934392705259,14930.6
1246623348062,1882889679084,17328.6
1246623348062,1042010452212,24205.4
1246623348062,1503103983864,23414.5
1246623348062,1503103983865,16638.3
1246623348062,1503103983868,19279.7
1246623348062,1503103983870,15191.1
1246623348062,1097883300101,10034.9
1246623348062,1097883300103,17255.4
1246623348062,1710456856841,13350.1
1246623348062,11675731638999,15864.1
1246623348062,1710456856844,15188.7
1246623348062,1883038679309,12785.5
1246623348062,1710456856846,15730.7
1246623348062,1710456856847,18064.8
1246623348062,1252495663379,9873.9
1246623348062,1252278214932,10302.3
1246623348062,1252495663381,7013.2
1246623348062,1111945150745,4670.4
1246623348062,1111945150747,8658.3
1246623348062,1456846131486,8662.9
1246623348062,11685356761378,15524.7
1090062225467,1802838360064,18752.0
1090062225467,1004419350530,14444.6
1090062225467,1144134225924,14693.2
1090062225467,1802838360069,25640.3
1090062225467,1490313293830,9515.6
1090062225467,1144042225671,20991.4
1090062225467,1742015328264,2989.5
1090062225467,1490313293833,15498.7
1090062225467,1144134225930,18167.6
1090062225467,1490405294091,22464.2
1090062225467,1490405294092,24973.3
1090062225467,1462215565325,22794.3
1090062225467,1490405294094,23454.0
1090062225467,1004419350543,26208.1
1090062225467,1135895695377,11538.8
1090062225467,1135895695378,6229.8
1090062225467,1135895695379,15880.9
1090062225467,1219770920980,21535.1
1090062225467,1219770920981,18746.9
1090062225467,1219770920982,23940.5
1090062225467,1219770920987,19938.6
1090062225467,1004419350533,21679.5
1090062225467,1097755299874,18942.8
1090062225467,1816743105992,22393.3
1090062225467,1097755299878,17379.4
1090062225467,1193926869031,19534.9
1090062225467,1715551531049,20937.3
1090062225467,1530526683180,32884.7
1090062225467,1490313293832,21010.4
1090062225467,1246623348062,11804.7
1090062225467,1090062225467,0.0
1090062225467,1010273771530,26373.4
1090062225467,1090062225471,5121.6
1090062225467,1139095601216,27803.7
1090062225467,1014460024160,29550.4
1090062225467,1097746299873,23542.4
1090062225467,1139095601220,28182.1
1090062225467,1139095601221,27153.0
1090062225467,1247363944520,21060.7
1090062225467,1020349775952,14717.0
1090062225467,1275447570513,14483.6
1090062225467,1405259086613,18209.1
1090062225467,1163733777081,36050.0
1090062225467,1020349775962,4955.8
1090062225467,1020349775963,4984.0
1090062225467,1553853018204,16128.7
1090062225467,11614291955806,21655.4
1090062225467,1462215565411,17828.0
1090062225467,1004575350884,13456.0
1090062225467,1004575350887,13468.7
1090062225467,1383874560104,16255.2
1090062225467,1383874560105,9067.2
1090062225467,1383874560107,15511.9
1090062225467,1383874560108,13740.1
1090062225467,1004575350894,22581.3
1090062225467,1462215565423,28633.7
1090062225467,1886707693637,16015.2
1090062225467,1014342023870,23359.2
1090062225467,1219640920767,36661.5
1090062225467,1493049335933,17495.4
1090062225467,1401351831678,12159.5
1090062225467,1052227772484,18094.5
1090062225467,1014453024108,17800.7
1090062225467,1472435290252,13038.4
1090062225467,1490391294096,21319.7
1090062225467,1490391294097,20807.6
1090062225467,1490299293844,14551.6
1090062225467,1490299293845,22980.6
1090062225467,1490391294103,18416.8
1090062225467,1490299293848,26983.1
1090062225467,1490299293849,21200.2
1090062225467,1135881695392,6221.5
1090062225467,1135881695396,11169.9
1090062225467,1135881695397,15106.6
1090062225467,1135881695399,15972.6
1090062225467,1068860551339,33426.1
1090062225467,1135881695405,8792.0
1090062225467,1105771892916,22375.2
1090062225467,1320910495929,13291.3
1090062225467,1120779890874,7713.3
1090062225467,1120779890875,2661.4
1090062225467,1322273546428,22050.7
1090062225467,1105771892925,22263.0
1090062225467,1120779890879,2268.6
1090062225467,1779716960449,35692.0
1090062225467,1301710983366,17709.2
1090062225467,1779808960717,24827.5
1090062225467,1721316282576,29303.5
1090062225467,1247257944275,21008.6
1090062225467,1721316282585,29303.5
1090062225467,1490285293790,23436.9
1090062225467,1246623348091,16027.4
1090062225467,1934392705252,18709.7
1090062225467,1934392705255,22858.2
1090062225467,1934392705259,13395.1
1090062225467,1882889679084,23738.2
1090062225467,1042010452212,35143.9
1090062225467,1503103983864,34353.0
1090062225467,1503103983865,26956.5
1090062225467,1503103983868,30218.2
1090062225467,1503103983870,25509.2
1090062225467,1097883300101,16435.6
1090062225467,1097883300103,15719.9
1090062225467,1710456856841,16386.7
1090062225467,11675731638999,23303.5
1090062225467,1710456856844,16777.1
1090062225467,1883038679309,24148.1
1090062225467,1710456856846,18887.5
1090062225467,1710456856847,22657.1
1090062225467,1252495663379,18534.7
1090062225467,1252278214932,5665.3
1090062225467,1252495663381,15083.4
1090062225467,1111945150745,8254.0
1090062225467,1111945150747,7328.0
1090062225467,1456846131486,19203.0
1090062225467,11685356761378,14545.0
1010273771530,1802838360064,6952.2
1010273771530,1004419350530,14336.4
1010273771530,1144134225924,18149.0
1010273771530,1802838360069,19831.7
1010273771530,1490313293830,17887.9
1010273771530,1144042225671,8767.8
1010273771530,1742015328264,23522.3
1010273771530,1490313293833,13686.0
1010273771530,1144134225930,6608.7
1010273771530,1490405294091,3652.8
1010273771530,1490405294092,4982.8
1010273771530,1462215565325,8993.0
1010273771530,1490405294094,4493.1
1010273771530,1004419350543,10012.3
1010273771530,1135895695377,13901.6
1010273771530,1135895695378,19644.3
1010273771530,1135895695379,9895.0
1010273771530,1219770920980,16479.4
1010273771530,1219770920981,16867.9
1010273771530,1219770920982,11893.2
1010273771530,1219770920987,11641.6
1010273771530,1004419350533,8595.9
1010273771530,1097755299874,7581.3
1010273771530,1816743105992,10908.3
1010273771530,1097755299878,7238.0
1010273771530,1193926869031,13593.4
1010273771530,1715551531049,15163.9
1010273771530,1530526683180,8010.3
1010273771530,1490313293832,13524.8
1010273771530,1246623348062,16804.0
1010273771530,1090062225467,27101.3
1010273771530,1010273771530,0.0
1010273771530,1090062225471,28097.0
1010273771530,1139095601216,9738.3
1010273771530,1014460024160,5014.9
1010273771530,1097746299873,4882.0
1010273771530,1139095601220,3646.6
1010273771530,1139095601221,2564.7
1010273771530,1247363944520,11842.7
1010273771530,1020349775952,10405.6
1010273771530,1275447570513,14114.4
1010273771530,1405259086613,11835.3
1010273771530,1163733777081,18640.6
1010273771530,1020349775962,22240.1
1010273771530,1020349775963,22268.3
1010273771530,1553853018204,12555.2
1010273771530,11614291955806,15352.8
1010273771530,1462215565411,10294.5
1010273771530,1004575350884,13444.3
1010273771530,1004575350887,14167.5
1010273771530,1383874560104,8801.1
1010273771530,1383874560105,16837.0
1010273771530,1383874560107,16832.8
1010273771530,1383874560108,11474.5
1010273771530,1004575350894,8787.4
1010273771530,1462215565423,7872.1
1010273771530,1886707693637,16858.6
1010273771530,1014342023870,5181.1
1010273771530,1219640920767,12578.0
1010273771530,1493049335933,7541.2
1010273771530,1401351831678,31710.7
1010273771530,1052227772484,10548.5
1010273771530,1014453024108,10427.0
1010273771530,1472435290252,19443.0
1010273771530,1490391294096,12853.4
1010273771530,1490391294097,8584.0
1010273771530,1490299293844,14500.7
1010273771530,1490299293845,7830.8
1010273771530,1490391294103,7584.5
1010273771530,1490299293848,9742.0
1010273771530,1490299293849,5827.1
1010273771530,1135881695392,21737.5
1010273771530,1135881695396,16361.7
1010273771530,1135881695397,10527.4
1010273771530,1135881695399,16910.1
1010273771530,1068860551339,8551.7
1010273771530,1135881695405,19824.9
1010273771530,1105771892916,15538.6
1010273771530,1320910495929,12510.8
1010273771530,1120779890874,23882.2
1010273771530,1120779890875,25770.4
1010273771530,1322273546428,22939.8
1010273771530,1105771892925,7545.8
1010273771530,1120779890879,25558.8
1010273771530,1779716960449,23809.9
1010273771530,1301710983366,10393.2
1010273771530,1779808960717,14782.1
1010273771530,1721316282576,7278.2
1010273771530,1247257944275,14428.7
1010273771530,1721316282585,7278.2
1010273771530,1490285293790,8500.9
1010273771530,1246623348091,16886.6
1010273771530,1934392705252,17122.8
1010273771530,1934392705255,10706.9
1010273771530,1934392705259,14743.6
1010273771530,1882889679084,11665.2
1010273771530,1042010452212,23038.6
1010273771530,1503103983864,22247.7
1010273771530,1503103983865,18710.0
1010273771530,1503103983868,18112.9
1010273771530,1503103983870,17262.7
1010273771530,1097883300101,8437.9
1010273771530,1097883300103,16364.3
1010273771530,1710456856841,12192.0
1010273771530,11675731638999,2044.9
1010273771530,1710456856844,13438.5
1010273771530,1883038679309,17384.2
1010273771530,1710456856846,12056.1
1010273771530,1710456856847,8863.1
1010273771530,1252495663379,7373.6
1010273771530,1252278214932,19404.9
1010273771530,1252495663381,11364.4
1010273771530,1111945150745,19286.9
1010273771530,1111945150747,18970.8
1010273771530,1456846131486,13261.5
1010273771530,11685356761378,18999.7
1090062225471,1802838360064,21186.5
1090062225471,1004419350530,15627.5
1090062225471,1144134225924,15583.6
1090062225471,1802838360069,31169.9
1090062225471,1490313293830,12259.4
1090062225471,1144042225671,22174.3
1090062225471,1742015328264,4791.5
1090062225471,1490313293833,16389.1
1090062225471,1144134225930,19350.5
1090062225471,1490405294091,24020.2
1090062225471,1490405294092,26156.2
1090062225471,1462215565325,23977.2
1090062225471,1490405294094,24636.9
1090062225471,1004419350543,27391.0
1090062225471,1135895695377,15146.7
1090062225471,1135895695378,9613.8
1090062225471,1135895695379,19438.6
1090062225471,1219770920980,22718.0
1090062225471,1219770920981,19929.7
1090062225471,1219770920982,25123.3
1090062225471,1219770920987,21121.5
1090062225471,1004419350533,22862.3
1090062225471,1097755299874,20125.6
1090062225471,1816743105992,23576.2
1090062225471,1097755299878,18562.2
1090062225471,1193926869031,25985.3
1090062225471,1715551531049,26467.0
1090062225471,1530526683180,34067.6
1090062225471,1490313293832,22193.3
1090062225471,1246623348062,18255.2
1090062225471,1090062225467,4803.6
1090062225471,1010273771530,27556.3
1090062225471,1090062225471,0.0
1090062225471,1139095601216,28986.6
1090062225471,1014460024160,32077.0
1090062225471,1097746299873,24725.3
1090062225471,1139095601220,31790.0
1090062225471,1139095601221,28335.9
1090062225471,1247363944520,27747.5
1090062225471,1020349775952,18278.4
1090062225471,1275447570513,15374.0
1090062225471,1405259086613,24659.6
1090062225471,1163733777081,37232.9
1090062225471,1020349775962,9531.0
1090062225471,1020349775963,9559.3
1090062225471,1553853018204,17311.6
1090062225471,11614291955806,28105.8
1090062225471,1462215565411,19010.9
1090062225471,1004575350884,14638.9
1090062225471,1004575350887,14651.6
1090062225471,1383874560104,19017.5
1090062225471,1383874560105,12675.1
1090062225471,1383874560107,21041.5
1090062225471,1383874560108,17593.1
1090062225471,1004575350894,23764.2
1090062225471,1462215565423,32241.5
1090062225471,1886707693637,21544.8
1090062225471,1014342023870,25996.7
1090062225471,1219640920767,37844.4
1090062225471,1493049335933,19271.1
1090062225471,1401351831678,14839.6
1090062225471,1052227772484,19277.4
1090062225471,1014453024108,18983.6
1090062225471,1472435290252,18054.7
1090062225471,1490391294096,22502.6
1090062225471,1490391294097,21990.5
1090062225471,1490299293844,15442.0
1090062225471,1490299293845,24163.5
1090062225471,1490391294103,19599.6
1090062225471,1490299293848,28165.9
1090062225471,1490299293849,22383.1
1090062225471,1135881695392,9605.5
1090062225471,1135881695396,14553.9
1090062225471,1135881695397,16289.4
1090062225471,1135881695399,21060.9
1090062225471,1068860551339,34609.0
1090062225471,1135881695405,15531.4
1090062225471,1105771892916,28825.7
1090062225471,1320910495929,16899.2
1090062225471,1120779890874,11097.3
1090062225471,1120779890875,3232.5
1090062225471,1322273546428,23233.5
1090062225471,1105771892925,25870.9
1090062225471,1120779890879,3921.1
1090062225471,1779716960449,36874.9
1090062225471,1301710983366,18892.0
1090062225471,1779808960717,26010.3
1090062225471,1721316282576,30486.4
1090062225471,1247257944275,26538.3
1090062225471,1721316282585,30486.3
1090062225471,1490285293790,24619.8
1090062225471,1246623348091,21557.1
1090062225471,1934392705252,19892.6
1090062225471,1934392705255,24041.1
1090062225471,1934392705259,14285.5
1090062225471,1882889679084,24921.0
1090062225471,1042010452212,38751.8
1090062225471,1503103983864,37960.9
1090062225471,1503103983865,32486.1
1090062225471,1503103983868,33826.1
1090062225471,1503103983870,31038.9
1090062225471,1097883300101,17618.4
1090062225471,1097883300103,16610.3
1090062225471,1710456856841,17569.5
1090062225471,11675731638999,24705.3
1090062225471,1710456856844,17960.0
1090062225471,1883038679309,29677.8
1090062225471,1710456856846,20070.3
1090062225471,1710456856847,23840.0
1090062225471,1252495663379,22142.6
1090062225471,1252278214932,9826.5
1090062225471,1252495663381,24127.6
1090062225471,1111945150745,14993.4
1090062225471,1111945150747,11650.0
1090062225471,1456846131486,25653.5
1090062225471,11685356761378,15727.8
1139095601216,1802838360064,12043.9
1139095601216,1004419350530,14347.6
1139095601216,1144134225924,12654.1
1139095601216,1802838360069,28704.8
1139095601216,1490313293830,16573.5
1139095601216,1144042225671,8094.8
1139095601216,1742015328264,22884.1
1139095601216,1490313293833,12056.8
1139095601216,1144134225930,8921.1
1139095601216,1490405294091,10119.2
1139095601216,1490405294092,5550.5
1139095601216,1462215565325,5241.4
1139095601216,1490405294094,6415.0
1139095601216,1004419350543,2503.2
1139095601216,1135895695377,15840.4
1139095601216,1135895695378,20695.1
1139095601216,1135895695379,12270.8
1139095601216,1219770920980,9325.1
1139095601216,1219770920981,11373.0
1139095601216,1219770920982,6952.3
1139095601216,1219770920987,11173.6
1139095601216,1004419350533,8607.1
1139095601216,1097755299874,8606.6
1139095601216,1816743105992,5911.6
1139095601216,1097755299878,9550.3
1139095601216,1193926869031,20991.8
1139095601216,1715551531049,26353.5
1139095601216,1530526683180,7910.8
1139095601216,1490313293832,9941.0
1139095601216,1246623348062,21058.6
1139095601216,1090062225467,26463.1
1139095601216,1010273771530,8921.0
1139095601216,1090062225471,27458.8
1139095601216,1139095601216,0.0
1139095601216,1014460024160,12491.8
1139095601216,1097746299873,7246.9
1139095601216,1139095601220,13949.3
1139095601216,1139095601221,8234.7
1139095601216,1247363944520,20803.8
1139095601216,1020349775952,12622.7
1139095601216,1275447570513,13079.1
1139095601216,1405259086613,19233.7
1139095601216,1163733777081,9097.9
1139095601216,1020349775962,21038.8
1139095601216,1020349775963,21630.1
1139095601216,1553853018204,12566.3
1139095601216,11614291955806,23913.2
1139095601216,1462215565411,10305.6
1139095601216,1004575350884,12860.6
1139095601216,1004575350887,14178.6
1139095601216,1383874560104,11230.8
1139095601216,1383874560105,18027.5
1139095601216,1383874560107,19915.7
1139095601216,1383874560108,13691.6
1139095601216,1004575350894,4727.0
1139095601216,1462215565423,16714.4
1139095601216,1886707693637,19405.3
1139095601216,1014342023870,14142.1
1139095601216,1219640920767,11936.7
1139095601216,1493049335933,11467.6
1139095601216,1401351831678,31068.2
1139095601216,1052227772484,10295.8
1139095601216,1014453024108,10438.1
1139095601216,1472435290252,22350.1
1139095601216,1490391294096,7288.3
1139095601216,1490391294097,7911.0
1139095601216,1490299293844,12522.8
1139095601216,1490299293845,4243.7
1139095601216,1490391294103,9896.8
1139095601216,1490299293848,2232.9
1139095601216,1490299293849,6852.4
1139095601216,1135881695392,21941.1
1139095601216,1135881695396,19268.9
1139095601216,1135881695397,12694.2
1139095601216,1135881695399,18783.3
1139095601216,1068860551339,8452.2
1139095601216,1135881695405,21232.1
1139095601216,1105771892916,24099.0
1139095601216,1320910495929,16234.2
1139095601216,1120779890874,24437.3
1139095601216,1120779890875,25132.2
1139095601216,1322273546428,17388.7
1139095601216,1105771892925,16506.9
1139095601216,1120779890879,24920.6
1139095601216,1779716960449,15277.7
1139095601216,1301710983366,10404.3
1139095601216,1779808960717,7027.0
1139095601216,1721316282576,3024.1
1139095601216,1247257944275,21827.1
1139095601216,1721316282585,3024.1
1139095601216,1490285293790,6081.9
1139095601216,1246623348091,19417.5
1139095601216,1934392705252,11627.9
1139095601216,1934392705255,5822.6
1139095601216,1934392705259,14160.0
1139095601216,1882889679084,6750.0
1139095601216,1042010452212,31450.9
1139095601216,1503103983864,30660.0
1139095601216,1503103983865,27583.2
1139095601216,1503103983868,26525.2
1139095601216,1503103983870,26135.9
1139095601216,1097883300101,10691.5
1139095601216,1097883300103,12780.5
1139095601216,1710456856841,11365.4
1139095601216,11675731638999,10570.0
1139095601216,1710456856844,11353.5
1139095601216,1883038679309,29517.1
1139095601216,1710456856846,8472.2
1139095601216,1710456856847,4802.8
1139095601216,1252495663379,12641.6
1139095601216,1252278214932,19965.1
